year,month,day,title,director,cast,genre,href,budget,box_office,gender_1,gender_2,gender_3,gender_4,gender_5,gender_director
2005,3,10,Potret Mistik,Abdul Razak Mohaideen,"Cico Harahap, Lintang Asih, Khai, Winnie Kok, Erra Fazira, Khir Rahman, Zamarul Hisham, Khatijah Tan, Intan Jusmiera, Aminah Ahmad, Farid Kamil, Serina Redzuawan, Aznah Hamid, Ismail Din, Seelan Paul, Normala Omar, Pierre Andre",Mystery / Thriller,,5049352,6238565,Female,Female,Female,,Female,Female
2005,3,24,Sembilu 2005,Yusof Haslam,"Vince Chong, Hetty Sarlene, Zed Zaidi, Ziana Zain, Khai, Juliana Banos, Pushpa Narayan, Erra Fazira, Angeline Tan, Awie, Buzen Hashim, Diana Johor, Norsyiela, Salleh Yaakob, Aznah Hamid, Aziz Singah, Abby Abadi, Azza Elite, Johan Abdullah, Ernie Sharlina, Shahira, Vaneesa Chong",Drama / Romance,,229526,639473,Male,Male,Female,Female,Male,Female
2005,5,5,Kemarau Cinta,Meor Hashim Manap,"Nasha Aziz, Eman Manan, Syaiful Ahmad Dolbar (Pool), Noralbaniah, Aziz Singah, Azean Irdawaty, Hisham Ahmad Tajuddin, Piee, Hamid Gurkha, Kamarool Yusof, Osman Kering, Hamdan, Illya, Cecupak",Drama / Romance,,2265594,7732713,Female,Female,Male,Female,,Female
2005,5,12,Aandal,Sandosh Kesavan,"Nandhini, R. Jeyaraman (THR Ram), Shangkara, Yegavalli, Shanmuganathan Manoramalingam",Drama,,492809,8144612,Male,Male,Male,Female,Male,Female
2005,5,19,Senario XX,Aziz M. Osman,"Wahid, Saiful Apek, Fazura, Mazlan, Azlee, Wahid Satay, Lazizah Ahmad, Rosyam Nor, Yassin Yahya, Chef Wan, Siti Fazurina",Comedy / Science fiction,,5579659,9038345,Female,Male,Female,Female,,Female
2005,6,2,Lady Boss,Abdul Razak Mohaideen,"Ning Baizura, Saiful Apek, Erra Fazira, Yusry KRU, Farid Kamil, Ismail Din, Khatijah Tan, M. Rajoli, Zamarul Hisham, Zulkifli Zain, Normala Omar, Piee, Aziz M. Osman, Hafidzuddin Fazil, Nasir Ali, Aleeza Kassim, Nurul Azura, Shah Kassim, Pierre Andre",Comedy / Romance,,2968901,8748784,Female,Female,Male,Female,Female,Male
2005,6,16,Pontianak Menjerit,Yusof Kelana,"Ziana Zain, Juliana Banos, Azlee Jaafar, Faizal Hussein, Mazlan Pet Pet, Zad Zaidi, Sheila Rusly, Zarina Zainoordin, Amran Tompel, Nursyella, Osman Kering, Corrie Lee, Julia Hana, Jalaluddin Hassan, Angeline Tan, Zambri",Horror / Comedy,,2355607,486048,Female,Female,Female,Male,,Female
2005,6,30,Qaisy & Laila,Raja Ahmad Alauddin,"Jehan Miskin, Fazura, Umie Aida, Radhi Khalid, Redzuan Hashim, Rahimah Rahim, Fahrin Ahmad, Tengku Nurtasha, Farok Khan",Drama / Romance,,526753,8527109,Female,Male,Male,Female,Female,Female
2005,8,11,Gol & Gincu,Bernard Chauly,"Fazura, Ashraf Sinclair, Sazzy Falak, Pierre Andre, Rafidah Abdullah, Sharifah Amani, Melissa Maureen Rizal, Kartini Kamalul Ariffin, Celina Khor, Zarina Zainoordin, Noor Anita Mohd Tahir, Farrah Shamilla, Anding, Zahim Albakri, Ida Nerina, Bernice Chauly, Khatijah Tan, Yasmin Yusuff",Comedy / Romance,,9292454,7431439,Male,Male,Male,Female,Male,Male
2005,8,25,Gila-Gila Pengantin Popular,Aziz M. Osman,"Erra Fazira, Afdlin Shauki, Saiful Apek, Norman Hakim, Linda Nanuwil, Nora Danish, Afida Es, Sarip Nor, Haris Aben Fadhillah, Aziz M. Osman, Erma Fatima, Yusof Haslam",Comedy,,12151,3549157,Male,Female,Male,Male,Female,Male
2005,9,8,KL Menjerit 1,Badaruddin Azmi,"Rosyam Nor, Erra Fazira, Que Haidar, Sheera Iskandar, Saiful Apek, Zul Huzaimy, Danny X-Factor, Md. Said Abdul Ghani, Beggo",Action / Drama,,9591331,3721756,Female,Female,Female,Female,Male,Female
2005,11,3,Anak Mami Kembali,Abdul Razak Mohaideen,"Saiful Apek, Fasha Sandha, Azean Irdawaty, Waheeda, Farid Kamil, Piee, Ismail Din, Sheila Mambo, Zulkifli Zain, Normala Omar, Irma Hasmie, Nasir Ali, Abdul Shukor Mohaideen, Raudhah Che Wan, Rozita Che Wan",Comedy / Family,,5919371,9848923,Female,Female,Female,Male,Male,Male
2005,11,3,Salon,Woo Ming Jin,"Raja Farah Raja Aziz, Pierre Andre, Shah Kassim, Nasrizal Ngasri, Chelsia Ng, Jojo Struys, Zach Ubu, Syanie, Khatijah Tan, Ho Yuhang, Lily Chinniah, Kin Wah, Kisma Johar, Abu Bakar, Kevin, Naeim, Hariri, Azahari, Jaja, Zydeck Siew, Fahmi Fazil, Visvash, Avon, Andreas, Yin, Arif, Fauzi, Keith, Baby Stephanie, Saifullizan Tahir, Shatish, Baizura Kahar",Romance / Comedy,,7522629,6244259,Female,Male,Female,Female,,Male
2005,11,24,Pontianak Harum Sundal Malam II,Shuhaimi Baba,"Maya Karin, Rusdi Ramli, Ida Nerina, Rosyam Nor, Kavita Sidhu, Nanu Baharuddin, Zahim Albakri, Zaibo, Haiza, Shahronizam, Aziz Sattar, Pierre Andre, S. Shamsuddin, Rosnani Jamil, Mariani",Drama / Horror,,6704851,6629248,Female,Female,Female,Male,,Female
2005,12,8,Rock,Mamat Khalid,"Hasnul Rahmat, Que Haidar, Khir Rahman, Norazmi Bahron, Sofi Jikan, Siti Elizad, S. Amin Shahab, Norlida Ahmad, Julie Dahlan, Kamarool Yusof, Jaafar Onn, Sapri Ibrahim, Nabila Huda, Hani Hermi, Farah Man Kidal, Sarimah Mohd Daud, Loloq, Amy Search, Man Kidal Lefthanded, Nasir Jani, Hamid Gurkha, Rashidi Ishak, Hanifah Zainuddin, Shafiee Othman, Azmi Black Wings, Rosminah Sidek, Isrizal Mohd Isa, Mohd Herwan Sairon, Azhar Md Tasi, Mohd Hishamsul Yahya",Comedy / Musical,,8136126,9146826,Female,Female,Male,Female,,Female
2005,12,22,Baik Punya Cilok,Afdlin Shauki,"Afdlin Shauki, Awie, Hans Isaac, AC Mizal, Harun Salim Bachik, Patrick Teoh, Carmen Soo, Harith Iskander, Ida Nerina, Riezman Khuzaimi, Nadia Mustaffa, Din Beramboi",Action / Comedy,,6918442,5106804,Male,Female,Male,Female,Male,Male
2005,12,31,Uyir (The Soul),Premnath Pillai,"Logithavani, Geethanjali Kaushalya, Manimaran, Rajeshwaran, Mahesan, Marilyn John, Ghandhiben, Murugan, Prakash, Sasitharan Rajoo, Sasitharan, Gayathiri, Sivagami @ Sintha, Ageavalli, Bobby, Kasturi",Horror,,4167251,8256566,Female,Female,Female,,,Female
2006,1,5,Castello,Badaruddin Azmi,"Rosyam Nor, Erra Fazira, Que Haidar, Zain Ruffedge, Liyana Jasmay, Nur Emy Nadia, M. Rajoli, Nasrizal Ngasri, Zack Taipan, Bront Palarae, Erma Fatima, Kamarool Yusof, Prono",Drama / Crime,,6473940,5430404,Female,Female,Female,Female,Female,Male
2006,1,12,The 3rd Generation,CL Hor,"Cheng Kam Cheong, Nicholas Teo, I-Fun, Amber Chia, Carmen Soo, Melvin Sia, Paul Khoo",Drama,,513039,4383840,Female,Male,Female,,,Female
2006,1,26,Buli Balik,Afdlin Shauki,"Afdlin Shauki, Hans Isaac, Nasha Aziz, AC Mizal, Umie Aida, Patrick Teoh, Ako Mustapha, Syanie, Sharifah Shahira, Soraya Dean, Harun Salim Bachik, Harith Iskander, Aziz M. Osman, Adibah Noor, Wahid, Riezman Khuzaimi, Ramlah Ram",Comedy / Drama,,5682296,8362324,Male,Male,Female,Male,Female,Male
2006,2,23,Main-Main Cinta,Abdul Razak Mohaideen,"Misha Omar, Adam, Dynas Mokhtar, Pierre Andre, Irma Hasmie, Farid Kamil, Saiful Apek, Azean Irdawaty, Vanida Imran, Azlee, M. Rajoli, Siti Elizad",Comedy / Romance,,5550,7656503,Male,Male,Female,Male,Male,Male
2006,3,3,Ethirkaalam,C. Kumaresan,Sri Kumar,Drama / Action,,942358,9695281,Female,Male,Female,Male,,Female
2006,3,9,Persona Non Grata,Syed Azidi Syed Abdul Aziz,"Hans Isaac, Erra Fazira, Keegan Kang, Phattarat Sudprasert, Fahrin Ahmad, M. Rajoli, Syanie, Patrick Teoh, Nancie Foo",Drama / Romance,,8089876,4836253,Female,Female,Female,Male,Female,Male
2006,3,23,Bujang Senang,Abdul Razak Mohaideen,"Saiful Apek, Fasha Sandha, Yassin Yahya, Norlia Ghani, Sharifah Shahirah, Maimunah Ahmad, Irma Hasmie, Nabila Huda, Serina Redzuawan, Maizurah Hamzah, Azza Elite, Aishah Sinclair, Annahita Bakavoli",Comedy / Romance,,9819025,1103315,Female,Male,Female,Female,,Female
2006,4,6,Gubra (Anxiety),Yasmin Ahmad,"Sharifah Amani, Adlin Aman Ramlie, Ida Nerina, Harith Iskander, Adibah Noor, Alan Yun Kam Lun, Tan Mei Ling, Thor Kah Hoong, Ng Choo Seong, Namron, Noorkhiriah Ahmad Shapie, Rozie Rashid, Juliana Ibrahim, Khir Rahman",Drama,,4016584,4658113,Male,Male,Female,Female,Male,Male
2006,5,4,Man Laksa,Mamat Khalid,"Yassin Yahya, Sharifah Aleya, Saiful Apek, Kartina Aziz, Harun Salim Bachik, Zami Ismail, Loloq @ Rosli Khamis, M. Rajoli, Aqasha, Nasrul Suhaimin, Osman Kering, Zahid, Farah, M. Daud Kilau, Fauziah Nawi, Sathiya, Hani Mohsin, Sharifah Shahora, Hasnul Rahmat, Nadia Mustafar",Comedy / Musical,,921101,5688594,Male,Female,Female,Male,Female,Female
2006,5,18,Senario Pemburu Emas Yamashita,Aziz M. Osman,"Wahid, Mazlan, Azlee, Ilya Buang, Hamdan, Que Haidar, Nora Danish, Razak Ahmad, Beego, Hani",Action / Comedy,,1780805,7423595,Male,Male,Male,Female,Female,Female
2006,6,1,Tipah Tertipu The Movie,Ahmad Idham,"Azan Ruffedge, Amer Ruffedge, Cat Ruffedge, Hussein Ruffedge, Zain Ruffedge, Adlin Aman Ramlie, Intan Nurladyana",Comedy / Musical,,5091641,4953824,Female,Male,Male,Female,Male,Female
2006,8,10,Remp-It,Ahmad Idham,"Farid Kamil, Cat Farish, Julia Hana, Zul Huzaimi, Aqasha, Shah Kassim, Khatijah Tan, Wazi Abdul Hamid",Drama / Action,,509284,5384298,Male,Female,Female,Female,Male,Female
2006,8,24,Gong,Sandosh Kesavan,"Jehan Miskin, Fasha Sandha, Elyana, Faizal Yusuf, Sharifah Sofia",Mystery / Horror,,7252150,2159659,Female,Male,Female,Male,Male,Female
2006,9,14,S'kali,Arivind Abraham,"Davina Goh, Jayaram Nagaraj, Derek Ong, Zimy Rozan, Angeline Rose, Jason Lo, Yasmin Ahmad",Drama,,5710755,438367,Female,Male,Male,Female,Female,Male
2006,10,24,Bilut,Badaruddin Azmi,"Rosyam Nor, Que Haidar, Jericho Rosales, Siti Shahrizah, Ezlynn, Rusdi Ramli, Aqasha, Adlin Aman Ramlie, Bront Palarae, Sofi Jikan, Lisdawati, Celina Khor, Yasmin Hani, Khatijah Abu Hassan",Drama,,689695,1323407,Female,Male,Female,Female,Male,Female
2006,10,24,Diva Popular,Erma Fatima,"Umie Aida, Ezlynn, Awie, Azean Irdawaty, Khatijah Tan, Sheila Rusly, Afdlin Shauki, Azwan Ali, Anita Sarawak",Comedy,,9146483,6724769,Female,Female,Male,Female,,Female
2006,10,26,Rain Dogs,Ho Yuhang,"Kuan Choon Wai, Cheung Wing Hong, Liu Wai Hung, Noorkhiriah Ahmad Shapie, Pete Teo, Yasmin Ahmad",Drama,,11550,8065086,Male,Male,Male,Female,Female,Female
2006,11,9,Nana Tanjung,,"Piee, Saiful Apek, Fasha Sandha, Waheeda, Maideen, Sheila Mambo, Jehan Miskin, Ainul Aishah",Romance / Comedy / Family,,7105305,1326492,Female,Female,Female,Female,Female,Male
2006,11,16,Salah Bapak,AR Badul,"Saiful Apek, Umie Aida, Esma Daniel",Comedy,,8837701,9281618,Male,Female,Female,Female,Female,Female
2006,11,23,The Red Kebaya,,"Vanida Imran, Ramli Hassan, Bob Mercer, Zahim Albakri, Samantha Schubert",Drama,,3418429,5858076,Female,Female,Male,Female,Female,Male
2006,11,30,Cinta,Kabir Bhatia,"Rashidi Ishak, Nanu Baharuddin, Eizlan Yusof, Vanida Imran, Sharifah Amani, Pierre Andre, Que Haidar, Fasha Sandha, Rita Rudaini, Fatimah Abu Bakar, Rahim Razali, Bell Ngasri, Baizura Kahar, Gambit Saifullah, Henzi Andalas",Romance / Drama,,4940126,8570747,Male,Male,Female,Male,,Female
2006,11,30,Possessed,Bjarne Wong,"Amber Chia, Harisu, Alan Yun, Steve Yap, Sharifah Amani",Horror / Mystery,,1508476,7719903,Female,Male,Male,Female,,Male
2006,12,7,Cicak Man,Yusry Abdul Halim,"Saiful Apek, Yusry Abdul Halim, Aznil Nawawi, Fasha Sandha, AC Mizal, Adlin Aman Ramlie",Action / Comedy,,1522858,8651035,Female,Male,Male,Male,Male,Male
2006,12,14,Misi 1511,,"Eja, Rico Tampatty, Zamshuri Ramli, Adlin Aman Ramlie",Action / Comedy,,6292690,9416605,Male,Female,Female,Male,,Female
2006,12,21,Tentang Bulan,Ahmad Idham,"Aedy Ashraf, Erin Malek, Fatin Afifah",Drama / Comedy,,3829470,1409944,Male,Male,Female,Male,Male,Male
2006,12,21,Love Conquers All,,"Coral Ong Li Whei, Jiun Jiun, Stephen Chua Jyh Shyan",Romance,,1413259,278950,Female,Female,Female,Female,Female,Female
2007,1,25,Syaitan,Badarudin Azmi,"Rosyam Nor, Que Haidar, Lisdawati, Liyana Jasmay",Horror,,569068,5390208,Male,Female,Female,Female,,Male
2007,2,8,Qabil Khushry Qabil Igam,Zaili Sulan,"Rusdi Ramli, Erra Fazira, Hans Isaac, Ziana Zain, Fauziah Nawi, Rahim Razali, Mak Jah, Maimon Mutalib, Hisham Ahmad Tajuddin",Drama,,5263658,9133413,Male,Female,Female,Male,,Female
2007,2,18,Puaka Tebing Biru,Osman Ali,"Nasha Aziz, Umie Aida, Fahrin Ahmad, Sharifah Amani, Mislina Mustaffa, Corinne Adrienne",Horror / Mystery,,604384,5113086,Male,Male,Male,Female,Male,Female
2007,3,8,Mukhsin,Yasmin Ahmad,"Shafie Naswip, Sharifah Aryana, Sharifah Aleya, Adibah Nor, Taiyuddin Bakar, Mislina Mustaffa",Comedy / Drama / Romance,,8395373,7448676,Female,Female,Female,Male,,Male
2007,3,22,Chermin,Zarina Abdullah,"Natasha Hudson, Deanna Yusof, Farid Kamil, Khatijah Tan, Maimon Mutalib",Horror / Mystery,,4184644,2640594,Female,Male,Male,,,Female
2007,4,5,Belakang,Ahmad Idham,"Pierre Andre, Intan Ladyana",Horror / Mystery,,9083193,9362823,Male,Male,Male,Male,Male,Male
2007,4,5,The Bird House,Khoo Eng Yow,,Drama,,157254,2037612,Male,Female,Female,Male,Female,Male
2007,4,19,Zombi Kampung Pisang,Mamat Khalid,"Awie, Que Haidar, AC Mizal",Horror / Comedy,,2735004,9875118,Female,Male,Female,Female,,Female
2007,5,10,Sumolah,Afdlin Shauki,"Afdlin Shauki, Inthira Charoenpura, Gurmit Singh, Awie, Patrick Teoh, Radhi Khalid, Gavin Yap, Terry Gallyot, Ben Tan, Mohd Afif, Kartina Aziz, Din Beramboi",Drama / Comedy,,9877008,987232,Female,Male,Male,Male,Male,Female
2007,5,10,Before We Fall in Love Again,James Lee,"Len Siew Mee, Pete Teo, Amy Len, Chye Chee Keong",Drama / Romance,,6407834,303703,Female,Female,Female,Female,Male,Male
2007,5,10,Things We Do When We Fall In Love,James Lee,"Loh Bok Lai, Len Siew Mee",Drama / Romance,,9192507,6361487,Female,Female,Female,Female,Female,Female
2007,5,31,Waris Jari Hantu,Shuhaimi Baba,"Maya Karin, Azean Irdawaty, Rusdi Ramli, Kavita Sidhu, Nanu Baharuddin",Horror / Drama,,7351481,5497736,Female,Female,Male,Male,Male,Male
2007,6,28,Diva,Sharad Sharan,"Ning Baizura, Jeremy Thomas, Adam, Awal Ashaari, Jessica Iskandar, AC Mizal, Balkisyh Semundur Khan, Shenny Andrea, Fauziah Nawi, Pushpa Narayan",Musical / Drama,,5571681,7227216,Female,Male,Female,Female,Male,Female
2007,7,5,Chalanggai,Deepak Kumaran Menon,"Amir Muhammad, Gandhi Nathan, Dhaarshini Sankran",Drama / Comedy,,532379,8140683,Male,Male,Female,Male,,Female
2007,7,12,Cinta Yang Satu,,"Zul Huzaimy, Siti Elizad, Sharifah Sofea, Harun Salim Bachik, Nabila Huda",Comedy / Romance,,8502788,8204577,Male,Female,Female,Male,Female,Female
2007,7,26,Haru Biru,,Adlin Aman Ramlie,Drama,,4255465,3692363,Female,Female,Female,Male,,Male
2007,8,9,Kayangan,,"Fazura, Teuku Zacky Azwar, Bienda",Comedy / Romance,,6746784,1433546,Female,Male,Female,Female,Female,Male
2007,8,9,Hidden Summer in My Heart,Felix Tan,"Gabe Ng, Yew Lan",Drama / Romance,,2431144,9429066,Male,Male,Male,,,Male
2007,8,23,Impak Maksima,,Eizlan Yusof,Action / Romance,,2773765,2232139,Male,Female,Male,Female,Male,Male
2007,9,7,Pool,Chris Chong Chan Fui,,Experimental short,,191104,4155821,Male,Male,Male,Male,,Female
2007,10,13,Budak Lapok,Anwardi Jamil,Vanida Imran,Animation / Comedy,,9154142,1736861,Male,Female,Female,,Female,Male
2007,10,25,1957: Hati Malaya,Shuhaimi Baba,"Adlin Aman Ramlie, Maya Karin, Nanu Baharuddin",Patriotism / Historical,,3341220,1034428,Male,Male,Male,Female,,Female
2007,11,1,09-Sep,,,Romance / Comedy,,3213847,2041767,Male,Female,Male,Male,Male,Female
2007,11,15,Misteri Orang Minyak,,"Sharifah Sofea, Jobot Mehran, Fizz Fairuz, Fauzi Nawawi",Horror / Mystery,,3916971,5617799,Male,Male,Female,Male,,Male
2007,11,29,Nana Tanjung 2,,"Shaffii Jaafar, Saiful Apek, Fasha Sandha, Waheeda, Ainul Aishah, Sheila Mambo, Jehan Miskin, Mohd Hafiz",Romance / Family / Comedy,,85289,8143748,Male,Female,Female,Male,,Male
2007,12,13,Anak Halal,Osman Ali,"Farid Kamil, Remy Ishak, Maya Karin, Fasha Sandha, Rosyam Nor, Bront Palarae, Raja Farah",Crime / Drama / Action,,3120318,9321967,Male,Male,Male,Female,,Male
2007,12,20,Flower in the Pocket,Liew Seng Tat,,Drama / Romance,,3702162,9909838,Male,Female,Male,Female,Female,Female
2008,1,10,Jarum Halus,Mark Tan,"Christien New, Juliana Ibrahim, Razif Hashim, Rahim Razali, Farah Putri, Justin Chan, Megat Sharizal",Drama / Thriller,,1247228,9500625,Male,Male,Female,Male,Female,Female
2008,1,10,Kala Malam Bulan Mengambang,Mamat Khalid,"Rosyam Nor, Umie Aida, Kuswadinata, Corrien Adrienne, Avaa Vanjaa, Bront Palarae, Farid Kamil",Horror / Comedy,,9053492,8650399,Male,Female,Male,Male,Male,Male
2008,1,24,Cuci,Hans Isaac,"Awie, Afdlin Shauki, AC Mizal, Hans Isaac, Erra Fazira, Khir Rahman, Harun Salim Bachik, Umie Aida, Rahim Razali, Yusni Jaafar",Comedy,,9137169,2817668,Female,Female,Female,Male,Male,Female
2008,2,7,Dunia Baru The Movie,M. Hitler Zami,"Pierre Andre, Erneelya Elyana, Anita Baharom, Ellyas Abdullah, Baizura Kahar, Ngasriah Ngasri, Iqram Dinzly, Almy Nadia, Mohd Hafiz Nafiah, Ridzuan Hashim, Rozita Che Wan",Drama / Comedy,,9909567,2465094,Male,Male,Male,Female,,Female
2008,2,21,Anak,,,Drama,,5997625,8428324,Male,Male,Female,Female,,Female
2008,3,6,Duyung,Abdul Razak Mohaideen,"Maya Karin, Saiful Apek, Awie, Yassin Yahya, Yasmin Hani, Raja Noor Baizura, Abu Bakar Omar, Hafidzuddin Fazil, Rosnah Mat Aris, Iqbal Mydin, Azhari Mohd Zain",Romance / Comedy / Fantasy,,480769,1104376,Female,Male,Female,Female,,Female
2008,3,20,Akhirat,,"Nabila Huda, Vanida Imran, Tony Eusoff",Drama / Romance,,210089,5910608,Male,Female,Female,Female,,Female
2008,4,3,Evolusi KL Drift,Syamsul Yusof,"Syamsul Yusof, Aaron Aziz, Farid Kamil, Fasha Sandha, Iqram Dinzly, Diana Danielle, Buzen Hashim, Rizal Ashraf, Xy, Hetty Sarlene, Nurhuda Mohd Ali, Mohd Shahril",Action,,7393208,7551864,Male,Male,Male,Male,,Female
2008,4,17,Congkak,Ahmad Idham,"Nanu Baharuddin, Riezman Khuzaimi, M. Rajoli, Erin Malek, Erynne Erynna, Ruminah Sidek",Horror,,3807709,9270315,Female,Female,Male,Male,Female,Male
2008,5,1,Cinta U-Turn,Abdul Razak Mohaideen,"Awie, Fasha Sandha, Mazlan Pet Pet, Abu Bakar Omar, Jalaluddin Hassan, Azlee Jaafar, Fiza Elite",Comedy / Romance,,7326864,8328036,Male,Male,Male,Male,Male,Female
2008,5,29,Apa Kata Hati?,Saw Teong Hin,"Raja Farah, Farid Kamil, Awal Ashaari, Dynas Mokhtar, Awie, Kartina Aziz, Fauziah Ahmad Daud, Harun Salim Bachik, AC Mizal, Vanida Imran, Adlin Aman Ramlie",Comedy / Romance,,5011239,4752942,Male,Male,Male,Female,Male,Male
2008,6,12,Pensil,M. Subash Abdullah,"M. Subash Abdullah, Ruminah Sidek, Maimon Mutalib",Drama,,439025,8308268,Male,Male,Male,Female,Female,Male
2008,6,26,Sepi,Kabir Bhatia,"Afdlin Shauki, Vanida Imran, Nasha Aziz, Tony Eusoff, Eja, Riezman Khuzaimi, Baizura Kahar, Sein Ruffedge, Pierre Andre, Eizlan Yusof, Rozita Che Wan",Drama / Romance,,3843456,8945770,Male,Female,Male,Female,Male,Female
2008,7,24,I'm Not Single,Pierre Andre,"Awal Ashaari, Farid Kamil, Lisa Surihani, Ahmad Idham, Intan Ladyana",Comedy / Romance,,856342,9439076,Female,Male,Male,Female,Male,Male
2008,8,7,Susuk,"Amir Muhammad, Naeim Ghalili","Ida Nerina, Sofea Jane, Noorkhiriah, Diana Rafar, Adlin Aman Ramlie, Aleeza Kassim, Hairie Othman",Thriller / Horror / Mystery,,6868126,2953736,Male,Male,Female,Female,Female,Female
2008,9,9,Block B,Chris Chong Chan Fui,,Experimental short,,5266079,6116507,Female,Female,Female,Female,Male,Female
2008,9,25,Punggok Rindukan Bulan,Azharr Rudin,"Saeful Nazhif Satria, Sahronizam Noor, Maya Karin, Salehuddin Abu Bakar, Sharifah Amani",Drama,,7583416,2164297,Female,Male,Male,Female,,Female
2008,10,1,"Effendee Mazlan, Fariza Azlina Isahak","Liyana Jasmay, Syarul Ezani, Nas-T, Juliana Evans, Zeyna, Zahiril Adzim",Drama / Teen,"Red Films, Grand Brilliance",,4133696,3509837,Male,Male,Female,Male,Male,Male
2008,10,1,Senario The Movie: Episode 1,,"Lan Pet Pet, Azlee Jaafar, Wahid Mohamed, Eizlan Yusof",Action / Comedy,,8086444,9147396,Female,Male,Female,Female,Male,Male
2008,10,16,Tipu Kanan Tipu Kiri,Sharad Sharan,"Christian Sugiono, Titi Kamal, Hans Isaac, Natasha Hudson, R. Madhavan",Comedy,,3108005,5924161,Male,Female,Male,Female,,Female
2008,10,30,Budak Kelantan,Wan Azli,"Danny, Bienda, Mohd Asrulfaizal, Along Eyzendy",Drama,,1409542,4492766,Male,Female,Female,Female,Male,Female
2008,11,13,Wayang,Hatta Azad Khan,"Eman Manan, Zul Huzaimy, Mas Muharni",Drama / Art,,2552797,9906399,Female,Male,Female,,Male,Male
2008,11,20,Selamat Pagi Cinta,,"Pierre Andre, Que Haidar, Sharifah Amani, Fazura",Romance / Drama,,2838238,2291378,Female,Male,Female,Female,Female,Female
2008,11,27,Antoo Fighter,,"Awie, Radhi, Harun Salim Bachik, Bront Palarae",Horror / Comedy,,3961354,6772451,Male,Male,Female,Male,Female,Male
2008,12,4,Los dan Faun,Afdlin Shauki,"Hans Isaac, Adlin Aman Ramlie, Erra Fazira, AC Mizal, Ida Nerina, Afdlin Shauki, Stephen Rahman Hughes",Action / Comedy,,7946795,4677345,Female,Male,Female,Female,Female,Female
2008,12,4,Kinta 1881,C.L. Hor,"Robin Ho, David Bao, Michael Chin, Shawn Lee",Action / Martial Arts,,1569856,2624834,Male,Female,Male,Female,,Female
2008,12,11,Cicakman 2: Planet Hitam,Yusry Abdul Halim,"Fasha Sandha, Saiful Apek, AC Mizal, Ridzuan Hashim, Adlin Aman Ramlie, Aznil Nawawi",Comedy / Action,,6305431,2966907,Female,Male,Female,Female,,Female
2008,12,18,Histeria,James Lee,"Liyana Jasmay, Scha Alyahya, Yana Samsudin, Talya, Norisnainy, Adlin Aman Ramlie, Namron, Vanida Imran",Horror,,8263968,344461,Female,Female,Female,Male,,Female
2008,12,25,Brainscan: Aku dan Topi Ajaib,,"Sharifah Shahira, Nik Adruce",Adventure / Comedy / Science Fiction,,2830133,8657254,Female,Female,Female,Male,Female,Male
2009,1,15,Maut,Badaruddin Azmi,"Que Haidar, Liyana Jasmay, Sabrina Hassan, Eja, Hasnul Rahmat, Raja Farah, Noreminadiya, Diana Danielle, Mohamad Bathich, Danny X-Factor, Hafidzuddin Fazil, Zack Taipan, Fouziah Ghous, Sherry Ibrahim, Awal Ashaari, Hamidah Wahab, Ajeeb Sani Tyson, Fauziah Nawi, Ridzuan Hashim",Thriller / Drama,,8593469,8239857,Female,Male,Male,Female,,Female
2009,1,29,Sifu & Tongga,Abdul Razak Mohaideen,"Saiful Apek, Ahmad Nabil Ahmad, Fouziah Ghous, Erra Fazira, Azad Jasmin, Rozita Che Wan",Adventure / Comedy,,1584149,6284318,Male,Female,Female,Female,,Female
2009,2,12,,Mongehd Nizn Bermulabdul Razak,"Kannan Rajan, Nur Fathiah Diaz, Kee Yong Pin",Adventure / Animation,,576614,6389069,Female,Female,Female,Female,,Female
2009,2,26,Rasukan Ablasa,Abdul Razak Mohaideen,"Fouziah Ghous, Gambit Saifullah, Almy Nadia, Mohd Hafiz",Thriller,,6573958,6707887,Male,Female,Female,Male,Female,Female
2009,3,12,in Hutan,Jeffery Wong,"Jeffery Wong, Zami Ismail, Opie Zami, Indah Han, Zalina",Horror / Thriller,,3951755,6861183,Male,Female,Female,Male,Male,Male
2009,3,12,Sayang,Bjarne Wong,"Sharifah Amani, Dafi, Samuel Rizal, Ebi Kornelis, Carmen Soo",Romance / Dance / Teen,,1032177,6694545,Male,Female,Female,Female,Male,Male
2009,3,26,Talentime,Yasmin Ahmad,"Mahesh Jugal Kishor, Pamela Chong, Jaclyn Victor, Syafie Naswip, Mislina Mustaffa, Azean Irdawaty, Adibah Noor",Comedy / Drama / Romance,,4081591,2243362,Male,Male,Female,Female,,Male
2009,4,9,Jangan Tegur,Pierre Andre,"Julia Ziegler, Pierre Andre, Nadia Mustafa, Almy Nadia, Ellie Suriati, Rozita Che Wan",Horror,,9863176,4686038,Male,Male,Male,Male,Female,Female
2009,4,23,Bohsia: Jangan Pilih Jalan Hitam,Syamsul Yusof,"Syamsul Yusof, Shaheizy Sam, Nabila Huda, Salina Saibi, Diana Danielle, Aaron Aziz",Action / Drama,,1224326,999620,Female,Male,Female,Female,,Female
2009,5,7,Sell Out!,Yeo Joon Han,"Jerrica Lai, Peter Davis, Hannah Lo, Kee Thuan Chye",Comedy / Musical,,4448250,1424574,Female,Female,Female,Female,,Female
2009,5,21,Karaoke,Chris Chong Chan Fui,,Drama,,3446482,6839685,Female,Male,Female,Female,,Female
